"date","covid_cases_new","covid_cases_per100K","covid_cases_7day","hover_text_case"
2020-03-05,0.746403444508409,0.0382512457994243,0.70437929003488,"Mar 05, 2020<br><b>0.7</b> cases per 100,000 people"
2020-03-10,3.86897487628366,0.19827495448121,0.70437929003488,"Mar 10, 2020<br><b>0.7</b> cases per 100,000 people"
2020-03-11,8.36639398233071,0.428756050132818,0.70437929003488,"Mar 11, 2020<br><b>0.7</b> cases per 100,000 people"
2020-03-12,17.6484280379454,0.904436285523188,0.70437929003488,"Mar 12, 2020<br><b>0.7</b> cases per 100,000 people"
2020-03-13,14.5391755411354,0.745095137806107,0.70437929003488,"Mar 13, 2020<br><b>0.7</b> cases per 100,000 people"
2020-03-14,17.568645706979,0.900347647435167,0.70437929003488,"Mar 14, 2020<br><b>0.7</b> cases per 100,000 people"
2020-03-15,33.4747375338773,1.71549370906625,0.70437929003488,"Mar 15, 2020<br><b>0.7</b> cases per 100,000 people"
2020-03-16,34.347332591724,1.76021194862775,0.950373676153212,"Mar 16, 2020<br><b>0.95</b> cases per 100,000 people"
2020-03-17,45.6450076416908,2.33918857109353,1.2562184785264,"Mar 17, 2020<br><b>1.26</b> cases per 100,000 people"
2020-03-18,7.41159790483071,0.379825220944547,1.24922836007093,"Mar 18, 2020<br><b>1.25</b> cases per 100,000 people"
2020-03-19,5.70532209210015,0.292382999188249,1.1617921763088,"Mar 19, 2020<br><b>1.16</b> cases per 100,000 people"
2020-03-20,12.2834050913991,0.629492737288288,1.1452775476634,"Mar 20, 2020<br><b>1.15</b> cases per 100,000 people"
2020-03-21,9.8023005219837,0.502342546011655,1.08841967603147,"Mar 21, 2020<br><b>1.09</b> cases per 100,000 people"
2020-03-22,12.7472013023975,0.653261093394182,0.936672159506885,"Mar 22, 2020<br><b>0.94</b> cases per 100,000 people"
2020-03-23,15.5040952051413,0.794544774615991,0.798719706076634,"Mar 23, 2020<br><b>0.8</b> cases per 100,000 people"
2020-03-24,24.0086159053323,1.23037946174495,0.640318404741123,"Mar 24, 2020<br><b>0.64</b> cases per 100,000 people"
2020-03-25,32.4254148919544,1.66171863796441,0.82344603574396,"Mar 25, 2020<br><b>0.82</b> cases per 100,000 people"
2020-03-26,36.4957243572711,1.87031146933873,1.0488643886226,"Mar 26, 2020<br><b>1.05</b> cases per 100,000 people"
2020-03-27,30.3295565528584,1.55431131947014,1.18098132893429,"Mar 27, 2020<br><b>1.18</b> cases per 100,000 people"
2020-03-28,25.0444523944825,1.28346340240199,1.29257002270434,"Mar 28, 2020<br><b>1.29</b> cases per 100,000 people"
2020-03-29,15.2711335276508,0.78260609124965,1.31104787954084,"Mar 29, 2020<br><b>1.31</b> cases per 100,000 people"
2020-03-30,57.2599106321071,2.93442230492965,1.61674466958565,"Mar 30, 2020<br><b>1.62</b> cases per 100,000 people"
2020-03-31,35.3054350224027,1.80931221986384,1.69944934931692,"Mar 31, 2020<br><b>1.7</b> cases per 100,000 people"
2020-04-01,26.4439883367221,1.35518599924369,1.65565897235681,"Apr 01, 2020<br><b>1.66</b> cases per 100,000 people"
2020-04-02,47.5883577686382,2.43878023821018,1.73686879648131,"Apr 02, 2020<br><b>1.74</b> cases per 100,000 people"
2020-04-03,35.4162475903112,1.81499107732882,1.77410876188969,"Apr 03, 2020<br><b>1.77</b> cases per 100,000 people"
2020-04-04,16.3969030366016,0.840298866540543,1.71079954248091,"Apr 04, 2020<br><b>1.71</b> cases per 100,000 people"
2020-04-05,25.0031620697804,1.28134738006724,1.78204829802628,"Apr 05, 2020<br><b>1.78</b> cases per 100,000 people"
2020-04-06,65.2423872022232,3.3435035807707,1.84048848028929,"Apr 06, 2020<br><b>1.84</b> cases per 100,000 people"
2020-04-07,60.8611250021394,3.11897522608511,2.02758319546376,"Apr 07, 2020<br><b>2.03</b> cases per 100,000 people"
2020-04-08,66.8026717237554,3.42346412649068,2.32305149935618,"Apr 08, 2020<br><b>2.32</b> cases per 100,000 people"
2020-04-09,68.9643981785501,3.53424701553259,2.47954675325938,"Apr 09, 2020<br><b>2.48</b> cases per 100,000 people"
2020-04-10,70.359140948638,3.60572397470007,2.73536573859813,"Apr 10, 2020<br><b>2.74</b> cases per 100,000 people"
2020-04-11,57.7217210994308,2.95808889680876,3.03790717149359,"Apr 11, 2020<br><b>3.04</b> cases per 100,000 people"
2020-04-12,39.7292605031815,2.03602183258605,3.14571780756771,"Apr 12, 2020<br><b>3.15</b> cases per 100,000 people"
2020-04-13,85.9423524270228,4.40432325366869,3.29726347512456,"Apr 13, 2020<br><b>3.3</b> cases per 100,000 people"
2020-04-14,112.558416826446,5.76832770601438,3.67574240082874,"Apr 14, 2020<br><b>3.68</b> cases per 100,000 people"
2020-04-15,91.9481073057619,4.71210265603873,3.85983361933561,"Apr 15, 2020<br><b>3.86</b> cases per 100,000 people"
2020-04-16,99.3645356147414,5.09217542270104,4.08239482035967,"Apr 16, 2020<br><b>4.08</b> cases per 100,000 people"
2020-04-17,103.619154088276,5.310213613992,4.32589334025852,"Apr 17, 2020<br><b>4.33</b> cases per 100,000 people"
2020-04-18,45.7196254732613,2.34301254194659,4.23802528956393,"Apr 18, 2020<br><b>4.24</b> cases per 100,000 people"
2020-04-19,53.9606333496948,2.76534287849007,4.34221401040736,"Apr 19, 2020<br><b>4.34</b> cases per 100,000 people"
2020-04-20,125.429665404063,6.42794590138886,4.63130296008166,"Apr 20, 2020<br><b>4.63</b> cases per 100,000 people"
2020-04-21,125.544381537492,6.43382480648938,4.72637397443524,"Apr 21, 2020<br><b>4.73</b> cases per 100,000 people"
2020-04-22,135.23771101678,6.93058286843969,5.04329971906395,"Apr 22, 2020<br><b>5.04</b> cases per 100,000 people"
2020-04-23,186.329980051611,9.54892949542877,5.67997887231076,"Apr 23, 2020<br><b>5.68</b> cases per 100,000 people"
2020-04-24,168.878745837197,8.65459888327774,6.15774819649444,"Apr 24, 2020<br><b>6.16</b> cases per 100,000 people"
2020-04-25,92.8164716602185,4.75660408299511,6.5025469880728,"Apr 25, 2020<br><b>6.5</b> cases per 100,000 people"
2020-04-26,102.754001936944,5.26587680413669,6.85976612030803,"Apr 26, 2020<br><b>6.86</b> cases per 100,000 people"
2020-04-27,339.748295501451,17.4112213130536,8.42880546483156,"Apr 27, 2020<br><b>8.43</b> cases per 100,000 people"
2020-04-28,278.394597788783,14.2670030096982,9.54783092243282,"Apr 28, 2020<br><b>9.55</b> cases per 100,000 people"
2020-04-29,321.95420001655,16.4993199476738,10.9147933623234,"Apr 29, 2020<br><b>10.91</b> cases per 100,000 people"
2020-04-30,310.092016940664,15.8914137491001,11.8208625414193,"Apr 30, 2020<br><b>11.82</b> cases per 100,000 people"
2020-05-01,370.687688662571,18.9967851812247,13.2983177268403,"May 01, 2020<br><b>13.3</b> cases per 100,000 people"
2020-05-02,143.31213209957,7.34437606272118,13.6679994382298,"May 02, 2020<br><b>13.67</b> cases per 100,000 people"
2020-05-03,151.702264943934,7.7743486681276,14.026352561657,"May 03, 2020<br><b>14.03</b> cases per 100,000 people"
2020-05-04,490.81856320026,25.1531817571641,15.1323469108157,"May 04, 2020<br><b>15.13</b> cases per 100,000 people"
2020-05-05,397.861728721409,20.3893844427925,16.0069728298291,"May 05, 2020<br><b>16.01</b> cases per 100,000 people"
2020-05-06,377.615889319411,19.3518375436198,16.4144753435357,"May 06, 2020<br><b>16.41</b> cases per 100,000 people"
2020-05-07,499.507453372089,25.5984649028036,17.8011969369219,"May 07, 2020<br><b>17.8</b> cases per 100,000 people"
2020-05-08,456.756119074428,23.4075696054886,18.4313089975311,"May 08, 2020<br><b>18.43</b> cases per 100,000 people"
2020-05-09,177.589319742236,9.10099326415461,18.6822543120215,"May 09, 2020<br><b>18.68</b> cases per 100,000 people"
2020-05-10,154.592641443609,7.92247298716095,18.7034149290263,"May 10, 2020<br><b>18.7</b> cases per 100,000 people"
2020-05-11,546.089113433541,27.9856544875587,19.1080538905112,"May 11, 2020<br><b>19.11</b> cases per 100,000 people"
2020-05-12,442.034063594829,22.6531023438942,19.4314421620972,"May 12, 2020<br><b>19.43</b> cases per 100,000 people"
2020-05-13,498.402343783728,25.5418308950016,20.3157269265803,"May 13, 2020<br><b>20.32</b> cases per 100,000 people"
2020-05-14,554.000487038469,28.3910919203569,20.7146736433736,"May 14, 2020<br><b>20.71</b> cases per 100,000 people"
2020-05-15,527.742541924158,27.0454401550213,21.234369436164,"May 15, 2020<br><b>21.23</b> cases per 100,000 people"
2020-05-16,192.513979155835,9.86584345328825,21.3436337488974,"May 16, 2020<br><b>21.34</b> cases per 100,000 people"
2020-05-17,212.036308299368,10.8663123232281,21.7641822254784,"May 17, 2020<br><b>21.76</b> cases per 100,000 people"
2020-05-18,615.458957578589,31.5406795601019,22.2720429501274,"May 18, 2020<br><b>22.27</b> cases per 100,000 people"
2020-05-19,573.148005019892,29.3723526877675,23.2319358563951,"May 19, 2020<br><b>23.23</b> cases per 100,000 people"
2020-05-20,506.368795860856,25.9500909570278,23.2902587223988,"May 20, 2020<br><b>23.29</b> cases per 100,000 people"
2020-05-21,678.009518665225,34.7462340154309,24.1981361645522,"May 21, 2020<br><b>24.2</b> cases per 100,000 people"
2020-05-22,513.659869575632,26.3237396249936,24.095036088834,"May 22, 2020<br><b>24.1</b> cases per 100,000 people"
2020-05-23,277.747181202491,14.2338245843318,24.7190333932688,"May 23, 2020<br><b>24.72</b> cases per 100,000 people"
2020-05-24,232.879372187934,11.9344654324889,24.8716266945918,"May 24, 2020<br><b>24.87</b> cases per 100,000 people"
2020-05-25,253.230392262441,12.9774025690554,22.2197299815851,"May 25, 2020<br><b>22.22</b> cases per 100,000 people"
2020-05-26,529.758979309135,27.1487773550562,21.9020763626264,"May 26, 2020<br><b>21.9</b> cases per 100,000 people"
2020-05-27,482.543769055749,24.7291199617771,21.7276519347334,"May 27, 2020<br><b>21.73</b> cases per 100,000 people"
2020-05-28,371.807715286493,19.0541836485131,19.4859304537451,"May 28, 2020<br><b>19.49</b> cases per 100,000 people"
2020-05-29,298.750740318549,15.3102026588464,17.9125680300098,"May 29, 2020<br><b>17.91</b> cases per 100,000 people"
2020-05-30,100.692515641048,5.16023096394579,16.6163403699547,"May 30, 2020<br><b>16.62</b> cases per 100,000 people"
2020-05-31,91.2379453007815,4.67570869026891,15.5793751210661,"May 31, 2020<br><b>15.58</b> cases per 100,000 people"
2020-06-01,367.202500275272,18.8181782915584,16.4137716528523,"Jun 01, 2020<br><b>16.41</b> cases per 100,000 people"
2020-06-02,312.477549247367,16.0136661091307,14.8230414748629,"Jun 02, 2020<br><b>14.82</b> cases per 100,000 people"
2020-06-03,294.413644127874,15.0879376978982,13.4457297228802,"Jun 03, 2020<br><b>13.45</b> cases per 100,000 people"
2020-06-04,240.735375409133,12.3370652763483,12.4861413839995,"Jun 04, 2020<br><b>12.49</b> cases per 100,000 people"
2020-06-05,270.508452686386,13.8628584723959,12.2793779287923,"Jun 05, 2020<br><b>12.28</b> cases per 100,000 people"
2020-06-06,96.400032152509,4.94025228858182,12.2479524037403,"Jun 06, 2020<br><b>12.25</b> cases per 100,000 people"
2020-06-07,85.4085157342711,4.37696550404758,12.2052748057087,"Jun 07, 2020<br><b>12.21</b> cases per 100,000 people"
2020-06-08,274.368750935204,14.0606887721634,11.5256334457951,"Jun 08, 2020<br><b>11.53</b> cases per 100,000 people"
2020-06-09,259.118336581278,13.2791444849726,11.1349874994868,"Jun 09, 2020<br><b>11.13</b> cases per 100,000 people"
2020-06-10,261.654192761594,13.4091005546812,10.8951536218844,"Jun 10, 2020<br><b>10.9</b> cases per 100,000 people"
2020-06-11,218.02951302121,11.1734485625208,10.7289226627662,"Jun 11, 2020<br><b>10.73</b> cases per 100,000 people"
2020-06-12,202.385390532525,10.3717277518337,10.2301897026859,"Jun 12, 2020<br><b>10.23</b> cases per 100,000 people"
2020-06-13,89.1051489373495,4.56640839357549,10.1767834319707,"Jun 13, 2020<br><b>10.18</b> cases per 100,000 people"
2020-06-14,89.2774732647942,4.57523956960343,10.2051082984787,"Jun 14, 2020<br><b>10.21</b> cases per 100,000 people"
2020-06-15,234.041932904793,11.9940436620168,9.90987328274343,"Jun 15, 2020<br><b>9.91</b> cases per 100,000 people"
2020-06-16,220.739066776283,11.3123061836299,9.62889638255162,"Jun 16, 2020<br><b>9.63</b> cases per 100,000 people"
2020-06-17,251.742471662681,12.9011504871415,9.55633208718881,"Jun 17, 2020<br><b>9.56</b> cases per 100,000 people"
2020-06-18,201.08275860686,10.3049712351785,9.43226389756848,"Jun 18, 2020<br><b>9.43</b> cases per 100,000 people"
2020-06-19,205.752031123343,10.5442593735794,9.45691127210359,"Jun 19, 2020<br><b>9.46</b> cases per 100,000 people"
2020-06-20,107.310641260855,5.49939278276813,9.59019475627396,"Jun 20, 2020<br><b>9.59</b> cases per 100,000 people"
2020-06-21,110.038973229042,5.63921273872544,9.74219092329139,"Jun 21, 2020<br><b>9.74</b> cases per 100,000 people"
2020-06-22,300.086463374634,15.3786550103383,10.2257068301945,"Jun 22, 2020<br><b>10.23</b> cases per 100,000 people"
2020-06-23,362.126985721987,18.558071299603,11.2608161324763,"Jun 23, 2020<br><b>11.26</b> cases per 100,000 people"
2020-06-24,306.02377858056,15.6829270565105,11.6582127852433,"Jun 24, 2020<br><b>11.66</b> cases per 100,000 people"
2020-06-25,252.619892767547,12.9461160491292,12.0355191872363,"Jun 25, 2020<br><b>12.04</b> cases per 100,000 people"
2020-06-26,291.023897548953,14.9142219540307,12.6597995558722,"Jun 26, 2020<br><b>12.66</b> cases per 100,000 people"
2020-06-27,146.420030973345,7.50364784075917,12.9461217070138,"Jun 27, 2020<br><b>12.95</b> cases per 100,000 people"
2020-06-28,124.303815478987,6.37024900497955,13.0505554593358,"Jun 28, 2020<br><b>13.05</b> cases per 100,000 people"
2020-06-29,358.441785485615,18.369214320045,13.4777782178653,"Jun 29, 2020<br><b>13.48</b> cases per 100,000 people"
2020-06-30,347.753768941991,17.8214811190176,13.3725510492102,"Jun 30, 2020<br><b>13.37</b> cases per 100,000 people"
2020-07-01,373.702244127041,19.1512733509885,13.8680290912785,"Jul 01, 2020<br><b>13.87</b> cases per 100,000 people"
2020-07-02,371.956095188769,19.0617877346885,14.7416964749298,"Jul 02, 2020<br><b>14.74</b> cases per 100,000 people"
2020-07-03,268.46267208871,13.7580175086126,14.5765244112987,"Jul 03, 2020<br><b>14.58</b> cases per 100,000 people"
2020-07-04,63.1047390647228,3.23395464320643,13.9665682402197,"Jul 04, 2020<br><b>13.97</b> cases per 100,000 people"
